x,y
93.317985,-117.157404
77.644134,-76.907336
22.688059,-44.269562
47.033316,12.095967
21.404576,-54.985457
-57.616896,51.281921
-111.60755,-46.178617
-103.734535,62.208714
-85.968601,52.220704
69.55635,-77.790777
77.758045,-56.828283
-7.075507,10.909059
-2.855969,81.736949
12.684227,101.132373
3.673892,-49.488247
73.80002,101.404695
-52.135219,89.659793
60.830319,7.616931
-41.699897,14.600392
-62.376139,-41.481772
-11.864975,127.817238
33.766442,-123.887025
34.172938,137.243687
-37.464017,130.061011
-100.034999,-38.554158
-100.869431,16.284668
100.317671,63.615724
-87.360688,-95.926951
10.897491,-44.189049
146.934358,24.536092
16.014707,-95.432974
-103.614184,7.582278
-52.623008,91.677792
84.001519,-105.513012
-9.391786,-60.829033
110.952427,50.573036
132.780114,-21.366363
-100.488845,-36.803095
67.32276,-4.465831
79.10184,56.684656
-91.376068,-48.795864
-12.241569,-85.95976
-105.6513,52.489408
123.361988,-48.10952
-98.385461,107.606336
-2.415546,40.442286
122.153108,-0.34627
-60.123624,37.552604
-118.703834,-80.895224
-130.183018,-63.138926
74.484272,22.885957
-17.900292,99.013542
-68.720346,-35.377905
-38.712605,31.170909
-78.018921,57.018714
-4.342064,-72.599923
-132.712612,59.548733
4.965555,45.166766
28.959137,63.067842
103.47824,90.824792
48.923078,-94.421667
-102.463086,91.225787
114.927222,26.406743
23.354336,141.876363
-8.708097,-113.667278
15.683384,-103.127781
-45.176166,-20.516576
-49.45889,-84.361029
-65.590647,26.306622
139.636522,-6.826676
-75.83551,72.190211
107.090323,-6.260543
-124.701466,57.551037
129.496292,-63.107589
-5.677792,95.681756
-141.89755,-1.547194
-21.043626,-111.432703
-73.354257,-26.43198
-13.214402,-8.162434
89.224231,38.725655
10.400418,99.793656
-3.119492,-113.831765
-1.151461,-67.374045
-26.85779,72.578547
23.403505,-96.262083
-15.406194,-81.071572
-63.899138,-5.53644
-38.385104,14.747055
4.788405,-58.843823
-83.176624,41.776027
41.639837,-73.77512
-49.138786,103.722436
82.094443,-25.649023
67.904292,21.168896
57.35358,13.282478
32.089382,73.161527
-78.941493,-30.434207
65.387176,83.938552
42.330122,26.272585
-61.314812,-23.842009
12.146719,74.352164
-18.447375,102.684748
-4.777602,-2.335507
-91.052399,9.137986
4.374917,131.439265
125.843771,28.105635
-53.138854,-88.078626
55.752249,17.134783
80.837437,3.794338
9.392395,42.161031
-29.074671,76.468832
140.509608,-33.783967
79.532306,49.701314
19.939175,-125.033795
-87.215332,96.329758
11.029661,-1.291632
-89.711283,8.829089
0.061799,-45.751348
-55.445582,-63.97785
-31.819635,85.692524
-23.638302,121.861457
-42.213935,107.324855
77.352718,-73.987424
-75.008064,98.808236
51.388994,54.013637
-61.055714,-48.903336
-62.147752,124.241457
-34.216859,-65.478367
-71.023324,16.434984
-55.335937,-80.501191
144.039853,-26.689038
-115.686042,59.997702
-118.612249,37.500582
-118.559482,44.818764
94.680164,18.613612
113.781001,-24.305531
-36.516886,68.148263
-13.398007,-80.358126
80.611592,-59.700208
-41.155948,27.689899
-23.76408,-129.378966
94.577663,73.70148
-114.22574,-41.269074
-81.351142,22.010334
-16.635521,81.539657
-80.678985,-82.730875
-60.294723,-36.032685
50.644355,5.511846
-74.105696,-101.301176
-26.10319,-40.693777
-125.294249,-19.745827
-26.509266,-35.370503
-62.432739,-76.675921
-3.441178,-146.76561
29.852694,101.507505
128.071504,-63.237348
46.428132,-84.658886
0.913953,12.184582
-10.277468,11.526152
21.492082,-2.610045
-64.045672,-7.540755
11.098359,-64.212828
55.316435,-85.365385
-58.480176,76.984129
50.066685,137.244933
14.66404,-38.386227
-125.353212,15.760832
79.549206,14.481738
-106.487076,31.420065
29.83424,-125.861407
140.289857,9.422369
-40.077902,44.233707
40.959628,84.363408
44.57015,-42.784361
92.579438,2.675015
-38.294386,59.599825
24.355762,-42.07538
-74.645497,-125.254986
-115.6238,72.657609
135.516731,-50.494993
-35.975391,31.549832
-128.490172,52.489322
-66.50216,-35.130262
18.667834,45.969363
49.957677,133.041106
54.701135,-38.732927
-128.137167,-53.077936
-125.344584,26.615092
-108.826954,-20.899584
65.406576,32.324843
-105.665556,33.1174
21.439816,33.447716
-91.729219,48.048171
46.884041,142.011178
81.797107,95.892603
110.007866,-82.624432
-45.72863,12.8323
-104.539401,5.977903
6.41762,-76.758355
10.326231,-18.171478
-88.273163,107.39394
-4.040628,-130.00391
74.007859,61.182907
119.67924,-37.308994
-94.628539,-53.103144
-29.951082,63.714045
1.203396,-52.715982
-86.957422,72.746868
23.90219,57.605737
-102.84279,-86.127435
85.42092,-92.134322
-103.637752,48.291549
52.777657,-132.168371
122.083096,-76.729166
61.236474,-1.110842
63.376037,20.944044
69.306048,-50.194847
-139.809837,-34.646279
97.176245,-81.368989
6.060976,35.182892
-32.073911,145.104462
112.88174,-2.954357
-11.545667,-30.646289
-6.08613,125.147223
60.816895,16.674804
110.449495,93.196329
42.742339,-33.494982
-22.026297,-43.842331
-20.195159,80.328483
49.848444,12.053206
14.556466,-30.799553
-31.708852,84.184828
-64.692141,38.289218
57.390032,129.213051
74.331525,-106.700832
34.064055,113.055232
-41.954998,-68.97271
101.22517,-34.677601
65.059313,-80.38271
-41.983538,-77.774985
-60.422174,12.49269
-72.037206,126.563386
59.55684,-5.610043
20.393764,147.467883
17.887379,126.535147
43.459366,39.66426
-77.604131,-29.422294
-90.841241,115.678377
-63.00082,102.568372
-23.610661,105.899309
-103.530612,-24.103536
-32.025873,-52.705225
7.52932,57.974993
113.295054,-31.817998
-87.902814,79.457817
-85.903162,-52.31962
-85.047965,18.332032
39.031932,-60.834651
-54.084509,-112.609248
95.531801,17.406248
19.463128,112.711916
6.519285,-149.764175
68.699468,-93.362838
-79.561593,-17.605794
-114.490241,-66.494149
-13.529869,100.712558
5.645563,124.722821
-5.633996,-79.746449
-143.717716,-25.567743
87.26873,-85.019793
92.94339,48.81863
-48.860981,30.747462
-114.456015,15.604636
-31.69244,110.525818
67.372666,-2.951891
-26.750719,-108.92165
8.19797,-113.704136
11.349924,-89.587484
-143.877431,-28.045282
99.036955,19.153536
67.737148,-63.438855
114.276921,-27.782954
13.559479,23.871109
-62.02955,-57.915997
48.595631,0.489131
32.825984,-47.295831
-36.6457,8.782381
-38.00715,-36.640182
104.169322,41.196764
75.781407,128.049421
0.218929,79.591526
-7.720979,-109.787663
7.72491,149.232814
75.952346,58.553112
-119.502595,-57.041175
73.072767,89.387316
115.382551,-45.098894
133.223106,-37.059204
118.690062,9.692323
90.091651,75.301604
-47.728766,-124.456572
78.181607,-21.244928
40.471672,57.497242
-113.466629,27.730446
-117.325084,-67.97261
87.889228,92.87636
-2.714665,43.450322
-87.827928,16.755245
24.239544,-30.229743
104.323117,57.728448
-107.629992,27.521602
128.2389,65.453945
-108.98867,13.979566
104.685473,-8.648127
27.316983,-57.824319
113.099113,-35.284715
-45.167908,51.794396
-15.114818,128.248862
-94.788128,-53.827342
48.266319,-94.351821
-30.023174,37.05172
-53.783927,62.108564
-24.049784,-4.832154
-59.194142,32.739983
107.621288,-66.031231
8.763212,-101.875749
-84.473554,-56.590717
-92.664971,115.836463
-129.02661,-66.545754
17.662943,-19.699456
52.818494,64.066726
106.30245,81.577749
-68.750458,21.931228
-45.345491,81.692912
0.668085,77.420519
62.034405,-83.910403
-16.477318,142.961523
46.536029,-41.219314
-114.355642,-19.333948
19.603891,-45.283308
-17.580744,-115.052011
-35.42669,50.026797
20.664255,-19.648665
91.893463,26.972234
-23.389236,-2.962443
118.788726,78.673676
76.365526,77.516021
110.948956,90.791211
116.660925,-10.022094
-9.612233,47.773077
-3.420347,41.247331
-130.47628,-33.811121
55.558694,-92.8129
117.014555,-49.423313
-21.75107,66.142366
29.147487,-145.747028
30.369233,20.492217
109.002655,58.31893
-2.308671,-87.540077
-36.568995,5.743454
-41.793048,85.140865
-36.252124,31.137168
54.321535,72.526844
28.544756,-143.339604
61.185675,-30.067989
-94.91487,-114.804039
-20.130376,86.138994
52.973503,-112.419227
79.592925,83.015004
-38.013903,93.422493
-56.370565,-9.866315
2.994346,96.487164
-62.259469,67.828665
-13.777522,112.394753
48.132511,-96.221363
126.443725,16.962742
-108.253025,60.979642
21.009177,61.647309
147.055746,2.340499
125.169025,47.661232
-54.366391,78.365651
-32.433298,-114.88161
34.399151,-68.88075
25.846819,79.635465
84.148303,28.761041
-42.880628,-76.606871
7.549513,33.9082
-104.496679,-77.122854
-104.488293,-42.7148
-61.90313,-56.928712
-72.993767,-56.18165
-36.419561,-136.853519
114.127806,57.032863
-91.848864,43.472162
142.789592,3.165696
-70.578207,-97.591687
44.623439,67.305971
-28.421672,-90.58986
62.258172,29.334831
44.873127,-57.404775
49.636305,61.132778
99.508636,-52.325177
79.002035,31.65317
88.717255,116.760032
2.735633,-113.695497
-46.184303,-78.161773
-78.77189,-100.718543
11.812391,-108.288358
-0.194762,-149.551173
-84.056989,4.732559
-14.306778,-31.569548
-37.599202,126.489428
-74.153216,-41.609279
46.163624,-126.545119
-42.364295,-85.555196
-32.347824,80.635913
74.733339,-109.438964
65.067367,-125.616525
69.495163,0.014978
96.27464,-44.750176
0.377697,-96.093921
54.356239,65.674198
34.146891,-15.150218
-37.520259,79.659744
-83.386398,50.998303
-68.21529,-101.721849
22.101741,0.852133
-129.452935,1.955501
82.276658,-6.098894
-98.886022,13.362488
25.174096,136.924117
15.109052,-2.110752
73.404509,39.409702
-44.262866,-103.660666
77.83667,99.787635
-14.053194,72.91038
135.378252,26.986639
-82.506266,-47.124075
-2.715404,2.280607
30.493422,-1.947228
-89.191655,-106.610083
57.617095,-100.962646
74.367858,28.255124
65.1575,8.639752
-96.107618,56.18671
-110.51247,28.261479
-18.042895,-47.497441
-79.637672,126.082487
-0.268398,-133.660852
127.882647,-54.921432
-68.060176,-23.626897
-47.955669,-51.287837
-48.327997,-12.918776
-114.506539,43.386333
62.42463,87.48504
-37.054467,80.264352
3.320335,-34.734532
108.271537,83.734591
26.757593,116.773224
66.273334,112.552738
27.201709,-51.938759
-30.260684,-59.859991
110.310416,84.46938
-70.877394,-58.510405
79.910106,-16.678439
-52.165564,91.039145
127.365263,-1.23562
-103.705627,-13.015037
-31.196193,32.045839
-103.831035,13.014343
-49.83832,30.461513
66.402536,-133.041365
-46.619622,27.13125
134.565778,-46.133792
-15.329062,46.858957
-7.984178,107.604784
-65.078874,78.322362
-123.627203,12.881887
110.635432,54.199692
78.218812,-42.619773
-71.871704,-92.463936
-53.947579,6.341602
5.187569,55.408306
-24.277161,-103.319759
44.407806,-55.645578
51.480545,-33.314737
-53.972881,-66.992395
16.807913,-47.740138
-63.426569,117.67069
-46.016288,-19.997534
120.047769,-88.590797
70.113566,-127.715438
-97.918176,-6.135143
23.444347,-82.115496
64.497479,18.871284
75.115277,-62.24056
92.576909,30.496269
-50.121735,-58.119017
-48.557754,68.573951
-55.814058,5.739357
-130.43201,-34.367145
42.348019,25.695302
138.982313,-29.442767
-76.105303,-108.537193
-130.419556,-26.558262
-8.131296,85.384348
86.918602,1.594627
-18.447418,135.395258
-37.370428,111.424478
142.061696,22.886341
-71.128891,-93.391649
-81.204768,-32.074489
109.738471,70.284064
-108.029427,-3.506769
-20.138338,-62.716208
-89.332228,94.075338
-67.591659,-21.067828
20.159422,-51.378436
21.910966,134.843759
27.763738,55.802806
-78.140306,-126.647092
-29.680782,-139.602224
-15.287251,109.495198
101.474697,-2.599917
-6.387805,126.650283
75.548272,34.503269
89.106802,102.575763
139.875073,-19.269817
96.051539,-14.151018
-14.64408,-102.316051
-78.158831,-113.801576
-96.887011,-32.921973
82.259731,94.707194
-130.541918,-61.895952
30.592164,-134.854524
-103.804351,73.445918
89.49642,9.872481
36.788047,-2.355676
51.343268,140.685923
114.069787,57.676794
7.268914,128.81025
-71.489447,77.509503
121.999476,-82.94642
-59.259831,-27.97117
27.491957,-131.430522
6.148311,10.164321
-65.515169,-0.099695
-51.280203,14.031666
84.859814,-24.525992
-38.636942,139.89654
-1.128687,36.935541
73.770616,61.395978
-65.478513,22.339831
-35.426856,54.253822
36.133245,-65.115402
117.160052,50.383847
109.521199,2.877277
-122.211187,80.452095
-6.705578,41.253624
-82.89879,-89.028364
14.681137,-97.676918
33.685202,-111.905719
58.050723,3.224971
25.637939,22.057433
-6.281131,-23.295342
-134.980043,24.726617
22.038562,-100.675072
39.94186,75.700763
0.454199,139.66482
-5.028883,59.117388
-82.441836,35.911784
-80.908758,79.381549
-41.354067,-109.475937
-105.931709,62.489221
118.01901,-25.776097
-50.319781,-134.955301
-7.739184,1.08323
-135.592157,-61.934586
72.27422,-112.111932
40.58997,91.813027
21.205722,57.302659
-80.263345,-100.113358
-44.483822,22.374088
-27.547151,141.087996
-57.556737,102.650287
-19.372493,43.238062
-121.277872,-5.034905
-105.265593,-83.769139
139.669821,-41.531249
-19.985204,120.860986
37.586749,-116.438401
-2.049657,-15.997847
27.362735,89.886369
47.695757,66.249589
119.282661,-10.506303
60.779244,-61.901793
37.523734,-89.093365
-77.376388,-33.609788
-28.683816,-130.673487
102.546002,27.144014
4.370632,124.413308
89.169185,-81.685222
51.49602,-135.952064
51.517987,112.153779
-3.319858,-34.122976
-112.855713,58.004596
-5.458858,-106.959194
84.017742,-35.658857
94.59616,-8.30986
-24.248848,-99.224277
11.225777,69.539751
-92.432117,-69.910374
13.671676,-76.573583
6.652142,-50.861372
-108.927055,-73.49892
62.994626,-50.96163
-6.257966,53.889671
-48.68821,103.212746
-55.182354,-15.314628
-25.918291,62.269021
101.584617,-58.375176
-35.039671,125.073747
-60.960686,-6.150061
32.060051,-21.60802
30.377925,-142.120075
63.879444,111.863645
59.301996,-24.582441
82.437373,-103.870657
-23.06824,147.555184
133.744193,-18.937703
110.973079,95.425717
18.871548,45.945921
-42.250276,21.930205
-71.884095,-50.56524
39.134271,-20.441587
-139.561666,49.497064
73.562144,105.841462
-4.566067,7.723492
-0.900652,-81.291075
-22.630923,117.905663
-92.747356,-62.98022
36.434636,18.378842
97.623111,-98.183919
-131.665925,21.150036
-35.772646,-106.773493
84.262437,-93.738633
-74.31567,-25.128669
-106.851454,65.60662
-12.369158,-129.293207
-121.477367,-14.785934
128.490683,-47.566467
-54.549022,35.999141
-79.87229,-126.647303
47.16902,56.006369
26.44507,52.124381
-52.214377,-62.931972
71.168724,121.033397
-1.60716,-2.616799
123.8295,-60.001863
-23.960099,9.878341
44.23147,-41.041764
44.080263,-126.8057
-50.69568,23.758211
-27.33234,64.529488
140.034231,-2.343313
65.750292,-16.438466
106.648091,-54.689308
-92.49049,-52.203446
-97.544939,36.528413
76.635645,-99.518677
47.217902,32.823229
22.922134,-18.160448
-74.164953,104.742837
128.10456,77.08887
-86.821887,-76.559671
111.356713,-77.38066
106.408613,-91.549967
99.004437,-17.756917
144.119931,-1.129721
72.681983,15.585289
-27.246482,125.659053
-43.959395,99.246911
90.545238,95.791291
125.641073,-18.267654
78.925385,-121.304534
-105.23257,-26.578033
-17.030817,88.88969
-61.223979,-1.093178
73.151744,128.735007
72.042435,65.580002
-13.664781,118.507415
-54.393277,-55.329164
-91.943778,113.280071
-101.695531,-71.61232
-48.605768,66.449631
33.291419,120.390339
71.379276,-47.925166
27.828982,87.132413
111.555011,-12.394012
-100.922829,35.604723
137.489397,42.383066
23.818536,56.288182
-46.149358,86.643032
-103.560385,77.810917
-143.244749,-3.092467
95.041032,-111.580336
-126.310465,32.936745
-2.10586,96.49203
73.968,68.332329
-60.619711,107.052779
-134.83772,-28.388231
-55.53816,-109.751927
69.04507,126.025219
-42.428902,-128.074419
-30.231403,-68.30378
-27.108206,99.740411
64.83728,80.003177
-42.666951,60.827228
-130.474135,-33.221279
-8.55095,-135.330531
51.987768,-18.245055
36.320999,126.186093
-98.630436,15.793948
95.538321,-66.347661
-49.362438,-72.64981
103.675461,-2.99618
21.472425,64.7393
148.389112,4.366313
59.719156,82.551503
136.314001,-58.965261
68.634867,3.591747
-0.103913,93.23463
140.899989,-18.4325
32.399561,-130.675355
53.166804,116.619192
116.810671,-3.418525
-94.601414,14.836175
-57.761014,-44.132017
-27.876805,6.581511
24.121144,-8.49759
-17.868206,73.734777
-46.314817,-66.027764
-57.844095,-131.544089
72.181538,22.709509
-42.468012,-63.207831
-94.196772,40.792667
-39.615168,88.080916
-59.048437,-72.145709
115.799398,36.327795
-28.660331,55.390265
29.030027,-63.895214
-58.26144,-34.692791
44.016578,-138.687779
-7.024832,-11.973778
-31.045954,36.972332
-67.75729,95.194338
-91.770115,-63.704042
-105.518964,91.020522
-113.701028,9.747335
-30.288727,-87.31127
50.098918,29.04518
105.678451,91.173827
-114.983407,53.125917
-25.078736,10.894343
37.526821,35.183954
-54.872696,73.708328
34.570205,101.339765
-21.417286,-18.61613
-133.819747,-19.899519
116.707057,4.534404
108.569871,50.026157
-79.518692,-31.922018
74.415607,-53.834405
42.866526,59.542717
-23.583884,-2.929278
129.567027,-46.605523
81.675465,-99.293226
-31.057727,-19.149625
104.667471,-56.197918
-38.439517,-32.83105
8.30416,122.482235
112.27851,-61.28598
-57.165805,31.145697
-119.06875,9.776654
86.303935,-116.760898
